_id,DATE,TOTAL COVID19 PATIENTS,CONFIRMED COVID19 PATIENTS,COVID19 PUI PATIENTS
677,2022-02-13T00:00:00,1683,1458,225
678,2022-02-14T00:00:00,1600,1392,208
679,2022-02-15T00:00:00,1525,1322,203
680,2022-02-16T00:00:00,1479,1252,227
681,2022-02-17T00:00:00,1376,1165,211
682,2022-02-18T00:00:00,1258,1081,177
683,2022-02-19T00:00:00,1185,992,193
684,2022-02-20T00:00:00,1093,927,166
685,2022-02-21T00:00:00,1107,913,194
686,2022-02-22T00:00:00,1090,885,205
687,2022-02-23T00:00:00,1032,839,193
688,2022-02-24T00:00:00,932,745,187
689,2022-02-25T00:00:00,882,699,183
690,2022-02-26T00:00:00,834,654,180
691,2022-02-27T00:00:00,818,637,181
692,2022-02-28T00:00:00,792,631,161
693,2022-03-01T00:00:00,751,583,168
694,2022-03-02T00:00:00,677,517,160
695,2022-03-03T00:00:00,677,517,160
696,2022-03-04T00:00:00,641,495,146
697,2022-03-05T00:00:00,607,450,157
698,2022-03-06T00:00:00,590,444,146
699,2022-03-07T00:00:00,608,442,166
700,2022-03-08T00:00:00,559,396,163
701,2022-03-09T00:00:00,505,369,136
702,2022-03-10T00:00:00,522,372,150
703,2022-03-11T00:00:00,484,348,136
704,2022-03-12T00:00:00,485,329,156
705,2022-03-13T00:00:00,467,327,140
706,2022-03-14T00:00:00,446,315,131
707,2022-03-15T00:00:00,442,295,147
708,2022-03-16T00:00:00,443,274,169
709,2022-03-17T00:00:00,383,250,133
710,2022-03-18T00:00:00,372,231,141
711,2022-03-19T00:00:00,373,229,144
712,2022-03-20T00:00:00,392,246,146
713,2022-03-21T00:00:00,401,250,151
714,2022-03-22T00:00:00,360,221,139
715,2022-03-23T00:00:00,354,216,138
716,2022-03-24T00:00:00,352,201,151
717,2022-03-25T00:00:00,323,203,120
718,2022-03-26T00:00:00,318,203,115
719,2022-03-27T00:00:00,302,198,104
720,2022-03-28T00:00:00,305,190,115
721,2022-03-29T00:00:00,300,180,120
722,2022-03-30T00:00:00,313,173,140
723,2022-03-31T00:00:00,306,170,136
724,2022-04-01T00:00:00,288,161,127
725,2022-04-02T00:00:00,273,147,126
726,2022-04-03T00:00:00,260,142,118
727,2022-04-04T00:00:00,235,128,107
728,2022-04-05T00:00:00,243,130,113
729,2022-04-06T00:00:00,256,124,132
730,2022-04-07T00:00:00,243,133,110
731,2022-04-08T00:00:00,246,131,115
732,2022-04-09T00:00:00,232,134,98
733,2022-04-10T00:00:00,238,136,102
734,2022-04-11T00:00:00,240,126,114
735,2022-04-12T00:00:00,231,135,96
736,2022-04-13T00:00:00,227,133,94
737,2022-04-14T00:00:00,201,126,75
738,2022-04-15T00:00:00,222,131,91
739,2022-04-16T00:00:00,191,118,73
740,2022-04-17T00:00:00,197,122,75
741,2022-04-18T00:00:00,205,123,82
742,2022-04-19T00:00:00,215,121,94
743,2022-04-20T00:00:00,240,140,100
744,2022-04-21T00:00:00,228,134,94
745,2022-04-22T00:00:00,230,139,91
746,2022-04-23T00:00:00,223,137,86
747,2022-04-24T00:00:00,253,152,101
748,2022-04-25T00:00:00,251,158,93
749,2022-04-26T00:00:00,254,156,98
750,2022-04-27T00:00:00,253,151,102
751,2022-04-28T00:00:00,228,147,81
